Order_Number;ID_Client;ID_State_Code;State/ UT;Customer_Name;Order_Date;Status;Product;ID_Product;Category;ID_Category;Brand;ID_Brand;Cost; Sales ;Quantity; Total_Cost ; Total_Sales ;Assigned Supervisor;ID_Vender
140559;CLI10;BR;Bihar;Sagar Jeur;26/06/2020;Processing;38 Fans Cabinet;PCT278;Cabinet;CAT06;Asus;BRD6;R$ 2.100,00; R$ 2.730,00 ;1; R$ 2.100,00 ; R$ 2.730,00 ;Advika Joshi; VEN11106 
140560;CLI11;BR;Bihar;Rhushikesh Mane;26/06/2020;Delivered;Wireless Keyboard;PCT29;Keyboard;CAT07;Dell;BRD7;R$ 1.150,00; R$ 1.495,00 ;3; R$ 3.450,00 ; R$ 4.485,00 ;Ajay Sharma; VEN11101 
140561;CLI12;BR;Bihar;Ashish Kumar;27/06/2020;Shipped;USB Mouse;PCT30;Mouse;CAT08;Samsung;BRD1;R$ 350,00; R$ 455,00 ;2; R$ 700,00 ; R$ 910,00 ;Roshan Kumar; VEN11102 
140562;CLI13;BR;Bihar;Javed Akhter;27/06/2020;Order;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;4; R$ 38.000,00 ; R$ 49.400,00 ;Aarvi Gupta; VEN11103 
140563;CLI14;BR;Bihar;Haridas Balraj;27/06/2020;Processing;37 TB HDD;PCT279;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;3; R$ 30.000,00 ; R$ 39.000,00 ;Vijay Singh; VEN11104 
140564;CLI15;BR;Bihar;Kundan Kumar;27/06/2020;Delivered;547 GB M.2;PCT280;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;2; R$ 13.000,00 ; R$ 16.900,00 ;Aadil Khan; VEN11105 
140565;CLI16;BR;Bihar;Atif Siddiqui;27/06/2020;Shipped;RYZEN 3rd gen. 3535;PCT281;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;2; R$ 17.000,00 ; R$ 22.100,00 ;Advika Joshi; VEN11106 
140566;CLI17;BR;Bihar;Aditya Agarwal;27/06/2020;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;1; R$ 7.000,00 ; R$ 9.100,00 ;Ajay Sharma; VEN11101 
140567;CLI18;BR;Bihar;Firdoush Jabee;27/06/2020;Processing;51 GB DDR4 RAM;PCT282;NIC;CAT12;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;3; R$ 19.650,00 ; R$ 25.545,00 ;Roshan Kumar; VEN11102 
140568;CLI19;BR;Bihar;Jay Prakash Kumar;27/06/2020;Delivered;Standard ATX motherboard;PCT05;Printer;CAT13;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;2; R$ 15.300,00 ; R$ 19.890,00 ;Aarvi Gupta; VEN11103 
140569;CLI20;BR;Bihar;Ashish Pandey;27/06/2020;Shipped;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;2; R$ 2.300,00 ; R$ 2.990,00 ;Vijay Singh; VEN11104 
140570;CLI21;BR;Bihar;Ajay Sharma;27/06/2020;Order;USB Backlight Keyboard;PCT07;Keyboard;CAT07;Dell;BRD7;R$ 850,00; R$ 1.105,00 ;4; R$ 3.400,00 ; R$ 4.420,00 ;Aadil Khan; VEN11105 
140571;CLI22;BR;Bihar;Moinuddin Saifi;28/06/2020;Processing;Ergonomic Mouse;PCT08;Mouse;CAT08;Samsung;BRD1;R$ 650,00; R$ 845,00 ;2; R$ 1.300,00 ; R$ 1.690,00 ;Advika Joshi; VEN11106 
140572;CLI23;BR;Bihar;Ramkrishna Das Adhikary;29/06/2020;Delivered;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;4; R$ 30.000,00 ; R$ 39.000,00 ;Ajay Sharma; VEN11101 
140573;CLI24;MZ;Mizoram;Ranjeet Mandal;30/06/2020;Shipped;37 TB HDD;PCT279;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;4; R$ 40.000,00 ; R$ 52.000,00 ;Roshan Kumar; VEN11102 
140574;CLI25;NL;Nagaland;Ashwini Adsare;01/07/2020;Order;36 TB SSD;PCT283;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;2; R$ 21.000,00 ; R$ 27.300,00 ;Aarvi Gupta; VEN11103 
140575;CLI26;OR;Orissa;Rajesh Variya;02/07/2020;Processing;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Vijay Singh; VEN11104 
140576;CLI27;PB;Punjab;Amit Singh;03/07/2020;Delivered;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;4; R$ 28.000,00 ; R$ 36.400,00 ;Aadil Khan; VEN11105 
140577;CLI28;RJ;Rajasthan;Vinod Mehta;04/07/2020;Shipped;39 GB DDR4 Ram;PCT198;NIC;CAT12;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;3; R$ 5.040,00 ; R$ 6.552,00 ;Advika Joshi; VEN11106 
140578;CLI29;SK;Sikkim;Jignesh Mhatre;05/07/2020;Order;Micro ATX motherboard;PCT14;Printer;CAT13;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;1; R$ 6.540,00 ; R$ 8.502,00 ;Ajay Sharma; VEN11101 
140579;CLI30;TN;Tamil Nadu;Rahul Kashyap;06/07/2020;Processing;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;4; R$ 10.720,00 ; R$ 13.936,00 ;Roshan Kumar; VEN11102 
140580;CLI31;TR;Tripura;Mohammed Abdul Kaleem;07/07/2020;Delivered;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;2; R$ 16.500,00 ; R$ 21.450,00 ;Aarvi Gupta; VEN11103 
140581;CLI32;UK;Uttarakhand;Chandrakant Kasbe;07/07/2020;Shipped;43 GB DDR4 RAM;PCT226;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;3; R$ 7.950,00 ; R$ 10.335,00 ;Vijay Singh; VEN11104 
140582;CLI33;UP;Uttar Pradesh;Rohan Kale;07/07/2020;Order;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;4; R$ 50.200,00 ; R$ 65.260,00 ;Aadil Khan; VEN11105 
140583;CLI34;WB;West Bengal;Aniruddha Kekapure;07/07/2020;Processing;I7 - intel 12th Generation;PCT19;CPU;CAT02;Intel;BRD2;R$ 14.500,00; R$ 18.850,00 ;4; R$ 58.000,00 ; R$ 75.400,00 ;Advika Joshi; VEN11106 
140584;CLI35;TN;Tamil Nadu;Aslam Raza;07/07/2020;Delivered;USB Keyboard;PCT20;Keyboard;CAT07;Dell;BRD7;R$ 800,00; R$ 1.040,00 ;2; R$ 1.600,00 ; R$ 2.080,00 ;Ajay Sharma; VEN11101 
140585;CLI36;TR;Tripura;Roshan Zameer;07/07/2020;Shipped;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;2; R$ 1.200,00 ; R$ 1.560,00 ;Roshan Kumar; VEN11102 
140586;CLI37;AN;Andaman and Nicobar Islands;Rakesh Kumar Sharma;07/07/2020;Order;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;4; R$ 42.000,00 ; R$ 54.600,00 ;Aarvi Gupta; VEN11103 
140587;CLI38;BR;Bihar;Shivanand Sahani;07/07/2020;Processing;37 TB HDD;PCT279;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;2; R$ 13.000,00 ; R$ 16.900,00 ;Vijay Singh; VEN11104 
140588;CLI39;BR;Bihar;Kunal Patra;07/07/2020;Delivered;292 GB SSD;PCT284;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;3; R$ 13.500,00 ; R$ 17.550,00 ;Aadil Khan; VEN11105 
140589;CLI40;BR;Bihar;Bijendra;07/07/2020;Shipped;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;3; R$ 25.500,00 ; R$ 33.150,00 ;Advika Joshi; VEN11106 
140590;CLI41;BR;Bihar;Kranti Bheke;07/07/2020;Order;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;3; R$ 37.500,00 ; R$ 48.750,00 ;Ajay Sharma; VEN11101 
140591;CLI42;BR;Bihar;Jagdeep;07/07/2020;Processing;44 GB DDR4 RAM;PCT233;RAM;CAT04;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;3; R$ 10.500,00 ; R$ 13.650,00 ;Roshan Kumar; VEN11102 
140592;CLI01;BR;Bihar;Adhir Samal;08/07/2020;Delivered;BTX motherboard;PCT27;Motherboard;CAT05;Gigabyte;BRD5;R$ 4.500,00; R$ 5.850,00 ;1; R$ 4.500,00 ; R$ 5.850,00 ;Aarvi Gupta; VEN11103 
140593;CLI02;BR;Bihar;Dannana Jhammi;09/07/2020;Shipped;39 Fans Cabinet;PCT285;Cabinet;CAT06;Asus;BRD6;R$ 2.100,00; R$ 2.730,00 ;4; R$ 8.400,00 ; R$ 10.920,00 ;Vijay Singh; VEN11104 
140594;CLI03;BR;Bihar;Vipin Kumar;10/07/2020;Order;Wireless Keyboard;PCT29;Keyboard;CAT07;Dell;BRD7;R$ 1.150,00; R$ 1.495,00 ;1; R$ 1.150,00 ; R$ 1.495,00 ;Aadil Khan; VEN11105 
140595;CLI04;BR;Bihar;Ranjeet Kumar;11/07/2020;Processing;USB Mouse;PCT30;Mouse;CAT08;Samsung;BRD1;R$ 350,00; R$ 455,00 ;3; R$ 1.050,00 ; R$ 1.365,00 ;Advika Joshi; VEN11106 
140596;CLI05;BR;Bihar;Sajal Singhal;12/07/2020;Delivered;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;4; R$ 38.000,00 ; R$ 49.400,00 ;Ajay Sharma; VEN11101 
140597;CLI06;BR;Bihar;Akhilesh Kumar;13/07/2020;Shipped;38 TB HDD;PCT286;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;2; R$ 20.000,00 ; R$ 26.000,00 ;Roshan Kumar; VEN11102 
140598;CLI07;BR;Bihar;Suvankar Chakraborty;14/07/2020;Order;548 GB M.2;PCT287;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;1; R$ 6.500,00 ; R$ 8.450,00 ;Aarvi Gupta; VEN11103 
140599;CLI08;BR;Bihar;Suvankar Adhikary;15/07/2020;Processing;RYZEN 3rd gen. 3536;PCT288;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Vijay Singh; VEN11104 
140600;CLI09;BR;Bihar;Rahul Kumar Prajapati;16/07/2020;Delivered;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;3; R$ 21.000,00 ; R$ 27.300,00 ;Aadil Khan; VEN11105 
140601;CLI10;HP;Himachal Pradesh;Sagar Jeur;17/07/2020;Shipped;52 GB DDR4 RAM;PCT289;RAM;CAT04;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;3; R$ 19.650,00 ; R$ 25.545,00 ;Advika Joshi; VEN11106 
140602;CLI11;JK;Jammu and Kashmir;Rhushikesh Mane;18/07/2020;Order;Standard ATX motherboard;PCT05;Motherboard;CAT05;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;4; R$ 30.600,00 ; R$ 39.780,00 ;Ajay Sharma; VEN11101 
140603;CLI12;JH;Jharkhand;Ashish Kumar;19/07/2020;Processing;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;3; R$ 3.450,00 ; R$ 4.485,00 ;Roshan Kumar; VEN11102 
140604;CLI13;BR;Bihar;Javed Akhter;20/07/2020;Delivered;USB Backlight Keyboard;PCT07;Keyboard;CAT07;Dell;BRD7;R$ 850,00; R$ 1.105,00 ;1; R$ 850,00 ; R$ 1.105,00 ;Aarvi Gupta; VEN11103 
140605;CLI14;BR;Bihar;Haridas Balraj;21/07/2020;Shipped;Ergonomic Mouse;PCT08;Mouse;CAT08;Samsung;BRD1;R$ 650,00; R$ 845,00 ;4; R$ 2.600,00 ; R$ 3.380,00 ;Vijay Singh; VEN11104 
140606;CLI15;BR;Bihar;Kundan Kumar;22/07/2020;Order;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;1; R$ 7.500,00 ; R$ 9.750,00 ;Aadil Khan; VEN11105 
140607;CLI16;BR;Bihar;Atif Siddiqui;22/07/2020;Processing;38 TB HDD;PCT286;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;3; R$ 30.000,00 ; R$ 39.000,00 ;Advika Joshi; VEN11106 
140608;CLI17;BR;Bihar;Aditya Agarwal;22/07/2020;Delivered;37 TB SSD;PCT290;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;3; R$ 31.500,00 ; R$ 40.950,00 ;Ajay Sharma; VEN11101 
140609;CLI18;BR;Bihar;Firdoush Jabee;22/07/2020;Shipped;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Roshan Kumar; VEN11102 
140610;CLI19;BR;Bihar;Jay Prakash Kumar;22/07/2020;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;1; R$ 7.000,00 ; R$ 9.100,00 ;Aarvi Gupta; VEN11103 
140611;CLI20;BR;Bihar;Ashish Pandey;23/07/2020;Processing;40 GB DDR4 Ram;PCT205;RAM;CAT04;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;2; R$ 3.360,00 ; R$ 4.368,00 ;Vijay Singh; VEN11104 
140612;CLI21;BR;Bihar;Ajay Sharma;24/07/2020;Delivered;Micro ATX motherboard;PCT14;Motherboard;CAT05;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;1; R$ 6.540,00 ; R$ 8.502,00 ;Aadil Khan; VEN11105 
140613;CLI22;BR;Bihar;Moinuddin Saifi;25/07/2020;Shipped;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;2; R$ 5.360,00 ; R$ 6.968,00 ;Advika Joshi; VEN11106 
140614;CLI23;BR;Bihar;Ramkrishna Das Adhikary;26/07/2020;Order;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;1; R$ 8.250,00 ; R$ 10.725,00 ;Ajay Sharma; VEN11101 
140615;CLI24;BR;Bihar;Ranjeet Mandal;27/07/2020;Processing;44 GB DDR4 RAM;PCT233;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;4; R$ 10.600,00 ; R$ 13.780,00 ;Roshan Kumar; VEN11102 
140616;CLI25;BR;Bihar;Ashwini Adsare;28/07/2020;Delivered;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;3; R$ 37.650,00 ; R$ 48.945,00 ;Aarvi Gupta; VEN11103 
140617;CLI26;BR;Bihar;Rajesh Variya;29/07/2020;Shipped;I7 - intel 12th Generation;PCT19;CPU;CAT02;Intel;BRD2;R$ 14.500,00; R$ 18.850,00 ;4; R$ 58.000,00 ; R$ 75.400,00 ;Vijay Singh; VEN11104 
140618;CLI27;UK;Uttarakhand;Amit Singh;30/07/2020;Order;USB Keyboard;PCT20;Keyboard;CAT07;Dell;BRD7;R$ 800,00; R$ 1.040,00 ;4; R$ 3.200,00 ; R$ 4.160,00 ;Aadil Khan; VEN11105 
140619;CLI28;UP;Uttar Pradesh;Vinod Mehta;31/07/2020;Processing;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;2; R$ 1.200,00 ; R$ 1.560,00 ;Advika Joshi; VEN11106 
140620;CLI29;WB;West Bengal;Jignesh Mhatre;01/08/2020;Delivered;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;4; R$ 42.000,00 ; R$ 54.600,00 ;Ajay Sharma; VEN11101 
140621;CLI30;TN;Tamil Nadu;Rahul Kashyap;02/08/2020;Shipped;38 TB HDD;PCT286;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;4; R$ 26.000,00 ; R$ 33.800,00 ;Roshan Kumar; VEN11102 
140622;CLI31;TR;Tripura;Mohammed Abdul Kaleem;03/08/2020;Order;293 GB SSD;PCT291;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;3; R$ 13.500,00 ; R$ 17.550,00 ;Aarvi Gupta; VEN11103 
140623;CLI32;BR;Bihar;Chandrakant Kasbe;04/08/2020;Processing;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;4; R$ 34.000,00 ; R$ 44.200,00 ;Vijay Singh; VEN11104 
140624;CLI33;BR;Bihar;Rohan Kale;05/08/2020;Delivered;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;3; R$ 37.500,00 ; R$ 48.750,00 ;Aadil Khan; VEN11105 
140625;CLI34;BR;Bihar;Aniruddha Kekapure;06/08/2020;Shipped;45 GB DDR4 RAM;PCT240;Computer Case;CAT11;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;2; R$ 7.000,00 ; R$ 9.100,00 ;Advika Joshi; VEN11106 
140626;CLI35;BR;Bihar;Aslam Raza;07/08/2020;Order;BTX motherboard;PCT27;Mouse;CAT08;Gigabyte;BRD5;R$ 4.500,00; R$ 5.850,00 ;4; R$ 18.000,00 ; R$ 23.400,00 ;Ajay Sharma; VEN11101 
140627;CLI36;BR;Bihar;Roshan Zameer;08/08/2020;Processing;40 Fans Cabinet;PCT292;Cabinet;CAT06;Asus;BRD6;R$ 2.100,00; R$ 2.730,00 ;4; R$ 8.400,00 ; R$ 10.920,00 ;Roshan Kumar; VEN11102 
140628;CLI37;BR;Bihar;Rakesh Kumar Sharma;09/08/2020;Delivered;Wireless Keyboard;PCT29;Keyboard;CAT07;Dell;BRD7;R$ 1.150,00; R$ 1.495,00 ;3; R$ 3.450,00 ; R$ 4.485,00 ;Aarvi Gupta; VEN11103 
140629;CLI38;BR;Bihar;Shivanand Sahani;10/08/2020;Shipped;USB Mouse;PCT30;Mouse;CAT08;Samsung;BRD1;R$ 350,00; R$ 455,00 ;4; R$ 1.400,00 ; R$ 1.820,00 ;Vijay Singh; VEN11104 
140630;CLI39;BR;Bihar;Kunal Patra;11/08/2020;Order;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;4; R$ 38.000,00 ; R$ 49.400,00 ;Aadil Khan; VEN11105 
140631;CLI40;BR;Bihar;Bijendra;12/08/2020;Processing;39 TB HDD;PCT293;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;3; R$ 30.000,00 ; R$ 39.000,00 ;Advika Joshi; VEN11106 
140632;CLI41;BR;Bihar;Kranti Bheke;13/08/2020;Delivered;549 GB M.2;PCT294;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;2; R$ 13.000,00 ; R$ 16.900,00 ;Ajay Sharma; VEN11101 
140633;CLI42;BR;Bihar;Jagdeep;14/08/2020;Shipped;RYZEN 3rd gen. 3537;PCT295;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;2; R$ 17.000,00 ; R$ 22.100,00 ;Roshan Kumar; VEN11102 
140634;CLI01;BR;Bihar;Adhir Samal;15/08/2020;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;2; R$ 14.000,00 ; R$ 18.200,00 ;Aarvi Gupta; VEN11103 
140635;CLI02;BR;Bihar;Dannana Jhammi;16/08/2020;Processing;53 GB DDR4 RAM;PCT296;Computer Case;CAT11;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;1; R$ 6.550,00 ; R$ 8.515,00 ;Vijay Singh; VEN11104 
140636;CLI03;BR;Bihar;Vipin Kumar;17/08/2020;Delivered;Standard ATX motherboard;PCT05;Mouse;CAT08;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;3; R$ 22.950,00 ; R$ 29.835,00 ;Aadil Khan; VEN11105 
140637;CLI04;HR;Haryana;Ranjeet Kumar;18/08/2020;Shipped;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;1; R$ 1.150,00 ; R$ 1.495,00 ;Advika Joshi; VEN11106 
140638;CLI05;HP;Himachal Pradesh;Sajal Singhal;19/08/2020;Order;USB Backlight Keyboard;PCT07;Keyboard;CAT07;Dell;BRD7;R$ 850,00; R$ 1.105,00 ;1; R$ 850,00 ; R$ 1.105,00 ;Ajay Sharma; VEN11101 
140639;CLI06;JK;Jammu and Kashmir;Akhilesh Kumar;20/08/2020;Processing;Ergonomic Mouse;PCT08;Mouse;CAT08;Samsung;BRD1;R$ 650,00; R$ 845,00 ;3; R$ 1.950,00 ; R$ 2.535,00 ;Roshan Kumar; VEN11102 
140640;CLI07;JH;Jharkhand;Suvankar Chakraborty;21/08/2020;Delivered;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;3; R$ 22.500,00 ; R$ 29.250,00 ;Aarvi Gupta; VEN11103 
140641;CLI08;KA;Karnataka;Suvankar Adhikary;22/08/2020;Shipped;39 TB HDD;PCT293;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;1; R$ 10.000,00 ; R$ 13.000,00 ;Vijay Singh; VEN11104 
140642;CLI09;BR;Bihar;Rahul Kumar Prajapati;23/08/2020;Order;38 TB SSD;PCT297;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;3; R$ 31.500,00 ; R$ 40.950,00 ;Aadil Khan; VEN11105 
140643;CLI10;BR;Bihar;Sagar Jeur;24/08/2020;Processing;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;2; R$ 17.000,00 ; R$ 22.100,00 ;Advika Joshi; VEN11106 
140644;CLI11;BR;Bihar;Rhushikesh Mane;25/08/2020;Delivered;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;2; R$ 14.000,00 ; R$ 18.200,00 ;Ajay Sharma; VEN11101 
140645;CLI12;BR;Bihar;Ashish Kumar;26/08/2020;Shipped;41 GB DDR4 Ram;PCT212;Computer Case;CAT11;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;2; R$ 3.360,00 ; R$ 4.368,00 ;Roshan Kumar; VEN11102 
140646;CLI13;BR;Bihar;Javed Akhter;27/08/2020;Order;Micro ATX motherboard;PCT14;Mouse;CAT08;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;2; R$ 13.080,00 ; R$ 17.004,00 ;Aarvi Gupta; VEN11103 
140647;CLI14;BR;Bihar;Haridas Balraj;28/08/2020;Processing;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;2; R$ 5.360,00 ; R$ 6.968,00 ;Vijay Singh; VEN11104 
140648;CLI15;BR;Bihar;Kundan Kumar;29/08/2020;Delivered;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;1; R$ 8.250,00 ; R$ 10.725,00 ;Aadil Khan; VEN11105 
140649;CLI16;BR;Bihar;Atif Siddiqui;30/08/2020;Shipped;45 GB DDR4 RAM;PCT240;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;2; R$ 5.300,00 ; R$ 6.890,00 ;Advika Joshi; VEN11106 
140650;CLI17;BR;Bihar;Aditya Agarwal;31/08/2020;Order;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;3; R$ 37.650,00 ; R$ 48.945,00 ;Ajay Sharma; VEN11101 
140651;CLI18;BR;Bihar;Firdoush Jabee;01/09/2020;Processing;I7 - intel 12th Generation;PCT19;CPU;CAT02;Intel;BRD2;R$ 14.500,00; R$ 18.850,00 ;2; R$ 29.000,00 ; R$ 37.700,00 ;Roshan Kumar; VEN11102 
140652;CLI19;BR;Bihar;Jay Prakash Kumar;02/09/2020;Delivered;USB Keyboard;PCT20;Keyboard;CAT07;Dell;BRD7;R$ 800,00; R$ 1.040,00 ;3; R$ 2.400,00 ; R$ 3.120,00 ;Aarvi Gupta; VEN11103 
140653;CLI20;BR;Bihar;Ashish Pandey;03/09/2020;Shipped;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;4; R$ 2.400,00 ; R$ 3.120,00 ;Vijay Singh; VEN11104 
140654;CLI21;BR;Bihar;Ajay Sharma;04/09/2020;Order;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;1; R$ 10.500,00 ; R$ 13.650,00 ;Aadil Khan; VEN11105 
140655;CLI22;BR;Bihar;Moinuddin Saifi;05/09/2020;Processing;39 TB HDD;PCT293;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;2; R$ 13.000,00 ; R$ 16.900,00 ;Advika Joshi; VEN11106 
140656;CLI23;UP;Uttar Pradesh;Ramkrishna Das Adhikary;06/09/2020;Delivered;294 GB SSD;PCT298;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;3; R$ 13.500,00 ; R$ 17.550,00 ;Ajay Sharma; VEN11101 
140657;CLI24;WB;West Bengal;Ranjeet Mandal;07/09/2020;Shipped;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;4; R$ 34.000,00 ; R$ 44.200,00 ;Roshan Kumar; VEN11102 
140658;CLI25;TN;Tamil Nadu;Ashwini Adsare;07/09/2020;Order;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;3; R$ 37.500,00 ; R$ 48.750,00 ;Aarvi Gupta; VEN11103 
140659;CLI26;TR;Tripura;Rajesh Variya;07/09/2020;Processing;46 GB DDR4 RAM;PCT247;NIC;CAT12;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;1; R$ 3.500,00 ; R$ 4.550,00 ;Vijay Singh; VEN11104 
